GameID,Date,Year,Home_team,Away_Team,Home_winner?,Away_Winner?
e08607b9-ff8f-4bfd-b62d-e49a2c31bb35,11-13-2015,2015,Eastern Mich.,Vermont,True,False
e302d3cb-bbeb-47fa-9f96-0d85eb176c86,11-13-2015,2015,Yale,Fairfield,True,False
2ab37176-3e33-483a-b3d6-5e2f28361dc2,11-13-2015,2015,Central Mich.,Jacksonville St.,True,False
6927bc52-8608-42ab-9d1c-504c48211edd,11-13-2015,2015,Iowa St.,Colorado,True,False
af588f0f-e314-4f49-b429-dd50d65de7fb,11-13-2015,2015,Ole Miss,Northwestern St.,True,False
083f7e42-8276-4f78-945e-cae3c0a9d401,11-13-2015,2015,Wright St.,South Dakota,True,False
669c3a74-a1af-4153-8e9b-2445dbd8e3d0,11-13-2015,2015,Penn,Robert Morris,True,False
a4781f2d-9d18-4904-8cfb-8557b35ac13f,11-13-2015,2015,Sacred Heart,Quinnipiac,True,False
9b406ba4-1b74-4d22-b92e-3885ee7e6fe1,11-13-2015,2015,St. John's (NY),Wagner,True,False
c8cd08f3-78f0-4b24-91ca-5a9a2f3ae762,11-13-2015,2015,George Mason,Colgate,False,True
e0f4a04d-96be-46c0-91e3-80984862e804,11-13-2015,2015,Indiana St.,IUPUI,False,True
43573f77-8040-40b7-88d6-b6a2cbb9df44,11-13-2015,2015,Cincinnati,Western Caro.,True,False
9f15605a-16ff-4904-8bed-0196cfc90644,11-13-2015,2015,Tennessee,UNC Asheville,True,False
35845906-f7c7-4555-a940-56899212ca96,11-13-2015,2015,Syracuse,Lehigh,True,False
7139e277-cbf9-4bc2-a9e5-7cc85f028d0a,11-13-2015,2015,George Washington,Lafayette,True,False
4767c3c1-6e95-470f-aeb4-e57dd88020ab,11-13-2015,2015,Louisville,Samford,True,False
9e988d10-f5c5-4efb-997d-d5125e16d861,11-13-2015,2015,Xavier,Miami (OH),True,False
4908260a-1504-45d7-a39c-d37cc381ae79,11-13-2015,2015,Georgia,Chattanooga,False,True
59a09b5b-ecdc-431d-b87f-66dc36f0e14b,11-13-2015,2015,Col. of Charleston,South Carolina St.,True,False
53510092-626b-47b1-b5e6-72678c74e09a,11-13-2015,2015,Hofstra,Canisius,True,False
bb822fd4-f6cb-458b-9224-a4c0ed806c49,11-13-2015,2015,North Carolina,Temple,True,False
2ff6ce4c-af59-4422-8fb4-a796d803d2c2,11-13-2015,2015,Seton Hall,Dartmouth,True,False
2e77f283-cd05-4d7c-9232-cbc551071534,11-13-2015,2015,Marist,Holy Cross,False,True
37ea9dbe-0944-4aa2-8e16-b42b4ea25bff,11-13-2015,2015,Virginia,Morgan St.,True,False
364bd971-2c27-4284-a253-0a52db7c6181,11-13-2015,2015,Gonzaga,Pittsburgh,False,True
2ffb5567-7ebb-4375-b413-6e7de82f7066,11-13-2015,2015,Rider,Princeton,False,True
b52c95b9-ba69-4480-b310-0fb263cdbabf,11-13-2015,2015,Eastern Ky.,Coppin St.,True,False
47e6f539-afe1-4be4-b98c-adc8c7e4fea7,11-13-2015,2015,Indiana,Eastern Ill.,True,False
a5e3304a-7d5e-4289-a200-b6e6c3cb6beb,11-13-2015,2015,Richmond,James Madison,False,True
865862cd-19f0-4164-9440-482ffac1d5a3,11-13-2015,2015,Old Dominion,Niagara,True,False
d5cf0c2e-b7da-49c4-ae97-3836e4df4d47,11-13-2015,2015,Clemson,N.C. Central,True,False
